id,text,scenario,confidence,source_film,start_timestamp,end_timestamp,context_before,context_after,catalan_markers
Vicky Cristina Barcelona_2008_4065670_952,¡Espérenme!,farewells,0.6017257881164552,Vicky Cristina Barcelona,"01:02:49,424","01:02:50,626",María Elena decidió que todos cocinarían una gran cena | e insistió en que recogieran moras frescas.,"¡Me da vértigo! | Éste es el lugar perfecto. Aquí, así.",
Vicky Cristina Barcelona_2008_4065670_953,¡Me da vértigo!,farewells,0.6215995025634766,Vicky Cristina Barcelona,"01:02:52,638","01:02:54,299",e insistió en que recogieran moras frescas. | ¡Espérenme!,"Éste es el lugar perfecto. Aquí, así. | Me pasas un poco. Sí, toma.",
Vicky Cristina Barcelona_2008_4065670_955,"Me pasas un poco. Sí, toma.",farewells,0.794785327911377,Vicky Cristina Barcelona,"01:03:00,770","01:03:02,581","¡Me da vértigo! | Éste es el lugar perfecto. Aquí, así.","¿Qué sucede? | ¿Qué, qué, qué? ¿Qué pasó?",
Vicky Cristina Barcelona_2008_4065670_960,Aquí. ¿Aquí? Aguanta.,farewells,0.6891828727722169,Vicky Cristina Barcelona,"01:03:14,567","01:03:15,993","Espera, siéntate. Siéntate, siéntate, siéntate. | ¿Es el de arriba o el de abajo?","Espera, déjame. | ¿Quieres una aspirina? Tengo aspirina en mi bolso.",
Vicky Cristina Barcelona_2008_4065670_961,"Espera, déjame.",farewells,0.7097915840148926,Vicky Cristina Barcelona,"01:03:20,563","01:03:21,648",¿Es el de arriba o el de abajo? | Aquí. ¿Aquí? Aguanta.,¿Quieres una aspirina? Tengo aspirina en mi bolso. | Está bien. Relájate. Ya regreso.,
Vicky Cristina Barcelona_2008_4065670_962,¿Quieres una aspirina? Tengo aspirina en mi bolso.,plans,0.8,Vicky Cristina Barcelona,"01:03:25,533","01:03:29,532","Aquí. ¿Aquí? Aguanta. | Espera, déjame.",Está bien. Relájate. Ya regreso. | Está todo en su cabeza. Tiene mucha tensión.,
Vicky Cristina Barcelona_2008_4065670_963,Está bien. Relájate. Ya regreso.,farewells,0.7087088775634767,Vicky Cristina Barcelona,"01:03:29,565","01:03:32,223","Espera, déjame. | ¿Quieres una aspirina? Tengo aspirina en mi bolso.","Está todo en su cabeza. Tiene mucha tensión. | Para el mundo, él es despreocupado, nada le importa,",
Vicky Cristina Barcelona_2008_4065670_970,No lo sabía. ¿Es por eso que tienes un piano en la casa?,family,0.8,Vicky Cristina Barcelona,"01:04:21,907","01:04:24,363",¿Sabes que ella toca el piano? | No.,"Podría haber sido una concertista de piano. | Sí, podrías. Nadie toca Scarlatti como María Elena.",
Vicky Cristina Barcelona_2008_4065670_972,"Sí, podrías. Nadie toca Scarlatti como María Elena.",requests,0.8,Vicky Cristina Barcelona,"01:04:27,177","01:04:30,921",No lo sabía. ¿Es por eso que tienes un piano en la casa? | Podría haber sido una concertista de piano.,Entiende Scarlatti. ¿Verdad? | ¿Tocas algo de música?,
Vicky Cristina Barcelona_2008_4065670_978,"Es triste, en realidad, porque siento que tengo mucho que expresar",emotions,0.81897310256958,Vicky Cristina Barcelona,"01:04:46,984","01:04:51,649","de que no estoy dotada, ¿entiendes? | Puedo apreciar el arte y me encanta la música, pero.",pero no estoy dotada. | Pero tú sí tienes talento.,
Vicky Cristina Barcelona_2008_4065670_988,Claro que lo hice. La primera noche que estuve en la casa no confiaba en ti.,family,0.8,Vicky Cristina Barcelona,"01:05:15,653","01:05:19,456",Las encontré en tu equipaje. | ¿Revisaste mi equipaje?,No creía que eras lo que decías que eras. | Quería saber quién realmente comparte la cama con mi ex esposo.,lexical:che
Vicky Cristina Barcelona_2008_4065670_1014,"Cualquier programa de la TV, obviamente en vivo, puedes verlo en tu computador.",requests,0.8,Vicky Cristina Barcelona,"01:07:13,644","01:07:17,929",aunque en Nueva York no pasaran mucho tiempo juntos. | Debes estar bromeando.,"Entonces yo estaba volando a Tokio, a 12 Km. de altura. | y viendo a los Mets, en vivo en mi laptop.",
Vicky Cristina Barcelona_2008_4065670_1018,Tendremos la nueva casa con cables para todo.,family,0.8,Vicky Cristina Barcelona,"01:07:27,617","01:07:29,700","y viendo a los Mets, en vivo en mi laptop. | Es increíble. Nunca pierdes la conectividad.",Estoy buscando esas nuevas TV de alta definición japonesas. | Debes tener a mi tipo para la instalación. Es un genio en computación.,
Vicky Cristina Barcelona_2008_4065670_1033,"lejos de la casa, para tomar un café.",family,0.8,Vicky Cristina Barcelona,"01:08:38,300","01:08:40,641","hasta una tarde, cuando ocurrió algo impredecible. | Unos días después, Judy le pidió a Vicky que se reunieran en privado,","Lo que pasó el otro día, yo. | No quiero que tengas una idea equivocada.",
Vicky Cristina Barcelona_2008_4065670_1046,Lamento escuchar eso.,apologies,0.6828134727478028,Vicky Cristina Barcelona,"01:09:27,099","01:09:28,691","No he estado enamorada de Mark | por años. Lo amo, pero no estoy enamorada de él.",Es divertido. Acabo de decir. | Acabo de decirle el mismo discurso a mi psiquiatra.,
Vicky Cristina Barcelona_2008_4065670_1077,"Sin ti, todo eso no sería posible. ¿Sabes por qué?",requests,0.8,Vicky Cristina Barcelona,"01:11:32,116","01:11:35,300","No. Antes de ti | nos producíamos tanto daño el uno al otro, tanto sufrimiento.","Porque tú eres el ingrediente que faltaba. | Eres como el tono que, en la paleta, hace el color hermoso.",
Vicky Cristina Barcelona_2008_4065670_1088,"Yo escucho, y soy feliz.",emotions,1.0,Vicky Cristina Barcelona,"01:12:12,907","01:12:15,334",Sé que no te molestaría. Del mismo modo que tengo este sentimiento | cuando los escucho encerrados en la pasión cada noche.,¿Estaba bien Cristina | cuando María Elena y Juan Antonio hicieron el amor una tarde?,
Vicky Cristina Barcelona_2008_4065670_1106,¡Venga ya!,farewells,0.8,Vicky Cristina Barcelona,"01:13:06,250","01:13:06,900","y nos nutrimos de ésta. | Pero si todos hicieran eso, la sociedad no funcionaría.","No nos metamos en uno de esos complicados, | categóricamente imperativos argumentos. Lo que sea funciona.",
Vicky Cristina Barcelona_2008_4065670_1111,No lo sé. ¿Podrías vivir así?,requests,0.8,Vicky Cristina Barcelona,"01:13:14,287","01:13:16,453","¿Lo que sea funciona? María Elena dice que hay muchas | verdades en la vida, no sólo una.","Bueno, nunca tuve de Christina. | ¿Qué? ¿Su falta de estructura? Está muy estructurada.",
Vicky Cristina Barcelona_2008_4065670_1133,Pero si lo disfrutaste.,farewells,0.6335447502136231,Vicky Cristina Barcelona,"01:15:30,466","01:15:33,264","Sí. O sea, sólo pasó. | No estoy planeando hacer una costumbre de esto, necesariamente.","Lo hice, todo el tiempo. | ¿Se lo dijiste a Juan Antonio? Por supuesto. No hay nada que ocultar.",
Vicky Cristina Barcelona_2008_4065670_1145,Nos iremos a casa pronto.,family,0.8,Vicky Cristina Barcelona,"01:16:15,623","01:16:17,355",No lo sé. Qué rápido pasa el tiempo. | El verano casi se ha acabado.,Pensé que seguirías dándole vueltas. | al cuento de lujuria de tu amiga en el cuarto oscuro.,
Vicky Cristina Barcelona_2008_4065670_1169,"Vale, vale.",farewells,0.6436857414245606,Vicky Cristina Barcelona,"01:18:21,582","01:18:22,256",Eso lo sé. Pero sé que no puedo vivir así para siempre. | ¿Te lo dije o no te lo dije?,¿Qué es lo que quieres? Quiero algo diferente. | ¿Qué?,
Vicky Cristina Barcelona_2008_4065670_1170,¿Qué es lo que quieres? Quiero algo diferente.,plans,0.8,Vicky Cristina Barcelona,"01:18:22,860","01:18:25,302","¿Te lo dije o no te lo dije? | Vale, vale.",¿Qué? | No lo sé. Esto no.,
Vicky Cristina Barcelona_2008_4065670_1184,"Habla inglés, por favor, así ella te entiende.",requests,0.8,Vicky Cristina Barcelona,"01:18:56,196","01:18:59,779","¡Cómo lo sabía, cómo lo sabía! | Ya.","Insatisfacción crónica, eso es lo que tienes. Insatisfacción crónica. | Gran enfermedad. Gran enfermedad.",
Vicky Cristina Barcelona_2008_4065670_1194,"Cállate ya, por favor.",requests,0.8,Vicky Cristina Barcelona,"01:19:30,242","01:19:32,112","¡Niñata de mierda! ¡Niñata de mierda! | ¡Cómo lo sabía, cómo lo sabía, cómo lo sabía!","Cállate ya. Es evidente que no ha encontrado a la persona adecuada. | El día que encuentre a la persona adecuada,",
Vicky Cristina Barcelona_2008_4065670_1230,"¿Cuán directa quieres que sea? Cuando miro a Doug, veo a Mark.",plans,0.8,Vicky Cristina Barcelona,"01:21:47,553","01:21:52,235","estaría bien con Doug. | ¿Sólo bien? Si, como lo planeé.",Me estás usando para reescribir tu propia historia. | A pesar de las protestas de Vicky.,
Vicky Cristina Barcelona_2008_4065670_1244,María Elena. ¿Sabes lo triste que es para mí ver,emotions,0.8819779062271118,Vicky Cristina Barcelona,"01:22:30,800","01:22:32,536",de que tu trabajo se haya ido a la mierda. | que no te enteras de nada y no creces y no maduras!,"que nunca en tu puta vida te vas a dar cuenta del potencial que tienes? | Déjame en paz. María Elena, déjame en paz, déjame en paz.",
Vicky Cristina Barcelona_2008_4065670_1248,y se fue de la casa de Juan Antonio.,family,0.8,Vicky Cristina Barcelona,"01:22:42,877","01:22:44,997","Déjame en paz. María Elena, déjame en paz, déjame en paz. | Como pasó antes por mutuo acuerdo, María Elena recogió sus cosas",Él se acerca mucho. | Se acerca mucho para hablar. Se acerca mucho para hablar.,
Vicky Cristina Barcelona_2008_4065670_1253,Creo que será un buen contacto para mí.,opinions,0.8,Vicky Cristina Barcelona,"01:23:16,135","01:23:18,184",Esa es probablemente la causa de su éxito. | Le contaba a ella viniendo aquí en el auto que estoy muy.,Voy por comida ¿Alguien quiere algo? | Lo tiene en su cara.,
Vicky Cristina Barcelona_2008_4065670_1265,Por ahora.,farewells,0.7264656257629395,Vicky Cristina Barcelona,"01:24:05,113","01:24:06,163","Así que ahora ¿sólo estás con tu ex esposa? | No, María Elena también se ha ido.",Es gracioso. María Elena y yo | estamos hechos el uno para el otro y no.,
Vicky Cristina Barcelona_2008_4065670_1277,"pero nos preparamos para irnos el fin de semana, así que.",plans,0.7868401718139649,Vicky Cristina Barcelona,"01:24:49,177","01:24:51,743","Entiendo que tu cama está vacía ahora | y tú siempre te has muerto de ganas por mí,",Reúnete conmigo para comer. | Tengo mucho miedo.,
Vicky Cristina Barcelona_2008_4065670_1290,"Sabes, cuando tengamos casa, me gustaría tener un pájaro para la nueva casa.",family,0.8,Vicky Cristina Barcelona,"01:25:27,770","01:25:31,462",¿Por qué no? Es ridículo. | Son hermosos. Siempre quise un pájaro.,"Y me inclino por Bedford Hills. ¿Qué piensas? | Sí, sí.",
Vicky Cristina Barcelona_2008_4065670_1295,Te veo mañana por la tarde.,plans,0.8,Vicky Cristina Barcelona,"01:25:43,621","01:25:45,623",Espera. | ¿Hola?,No es posible. Nos preparamos para irnos el fin de semana. | Estate en la esquina de la calle Tilés en Pedralbes.,
Vicky Cristina Barcelona_2008_4065670_1296,No es posible. Nos preparamos para irnos el fin de semana.,plans,0.7345739555358888,Vicky Cristina Barcelona,"01:25:46,891","01:25:51,243",¿Hola? | Te veo mañana por la tarde.,Estate en la esquina de la calle Tilés en Pedralbes. | Te recogeré en auto al mediodía.,
Vicky Cristina Barcelona_2008_4065670_1301,Pero Judy Nash me llamó y me dijo que no eras feliz.,emotions,0.8,Vicky Cristina Barcelona,"01:26:09,631","01:26:13,117",Pierdes el tiempo. No puedo hablar ahora. | No soy el tipo de hombre que intentaría meterse entre un esposo y una esposa.,Que estás más enamorada de mí que del hombre con el que te casaste. | No puedo hablar.,
Vicky Cristina Barcelona_2008_4065670_1309,Quiere que hagamos un almuerzo de despedida mañana al mediodía.,plans,0.7809202098846436,Vicky Cristina Barcelona,"01:26:44,622","01:26:48,074",Era mi. profesor de lengua. | ¿Sí?,"Perfecto. Voy a jugar al golf con Mark por la mañana. | Bueno, esto es.",
Vicky Cristina Barcelona_2008_4065670_1310,Perfecto. Voy a jugar al golf con Mark por la mañana.,plans,0.8,Vicky Cristina Barcelona,"01:26:48,746","01:26:51,864",¿Sí? | Quiere que hagamos un almuerzo de despedida mañana al mediodía.,"Bueno, esto es. | Estuve trabajando en estos últimamente.",
Vicky Cristina Barcelona_2008_4065670_1344,¿Qué haces?,greetings,0.6511790466308595,Vicky Cristina Barcelona,"01:30:03,724","01:30:04,791","pero eso requerirá como una excitación, emocional. | y desde un punto de vista práctico, tú no eres un hombre que planea un",¡Te vas a matar! | ¡Que no quiero vivir así! ¡Que no quiero!,
Vicky Cristina Barcelona_2008_4065670_1353,"Escúchame, mi amor.",greetings,0.6172080230712891,Vicky Cristina Barcelona,"01:30:44,708","01:30:47,581",Dame la pistola. Dámela. | Que me des la pistola. ¡Hostia!,"Mi amor, escúchame. | Ya, ya, mi amor, ya.",
Vicky Cristina Barcelona_2008_4065670_1354,"Mi amor, escúchame.",greetings,0.602490634918213,Vicky Cristina Barcelona,"01:30:48,426","01:30:53,078","Que me des la pistola. ¡Hostia! | Escúchame, mi amor.","Ya, ya, mi amor, ya. | ¡Dios!",
Vicky Cristina Barcelona_2008_4065670_1355,"Ya, ya, mi amor, ya.",greetings,0.6749650192260743,Vicky Cristina Barcelona,"01:30:53,198","01:30:54,548","Escúchame, mi amor. | Mi amor, escúchame.","¡Dios! | ¡Oh, Dios mío, lo siento tanto!",
Vicky Cristina Barcelona_2008_4065670_1357,"¡Oh, Dios mío, lo siento tanto!",apologies,0.8,Vicky Cristina Barcelona,"01:30:57,066","01:30:58,882","Ya, ya, mi amor, ya. | ¡Dios!","Que yo no he hecho nada. Me has quitado la pistola. | ¡Dios mío, los dos están locos! ¡Están completamente locos!",
Vicky Cristina Barcelona_2008_4065670_1371,Te amo demasiado.,emotions,0.8633459949493408,Vicky Cristina Barcelona,"01:31:38,318","01:31:40,146",¿Y si te hubiera pasado algo? | ¿Qué? ¿Qué estás diciendo?,"Doug nunca descubrió la verdadera historia. | Judy sabía el secreto y, por supuesto,",
Vicky Cristina Barcelona_2008_4065670_1378,y Cristina pensó que era triste,emotions,0.8,Vicky Cristina Barcelona,"01:32:05,427","01:32:06,799","de su propio destino quedó en espera. | Cuando Cristina volvió de las Antillas, Vicky le contó toda la historia",lo mucho que Vicky había deseado a Juan Antonio | y no podía decir ni hacer nada al respecto.,
Vicky Cristina Barcelona_2008_4065670_1385,algo pasajero.,farewells,0.6209661674499513,Vicky Cristina Barcelona,"01:32:23,302","01:32:24,973","Pero si hubiera sabido lo que pasó, nunca habría continuado con él. | Mira, eso fue un.",Ahora se terminó. | Vicky fue a casa a tener su gran boda con Doug,
Vicky Cristina Barcelona_2008_4065670_1388,a la casa que ambos decidieron,family,0.8,Vicky Cristina Barcelona,"01:32:59,304","01:33:01,571",Ahora se terminó. | Vicky fue a casa a tener su gran boda con Doug,para llevar la vida que ella había previsto | para sí misma antes del verano en Barcelona.,
Barcelona Summer Night_2013_6579113_10,"Ey, Albert. ¿Qué tal?",greetings,0.9166723871231078,Barcelona Summer Night,"00:00:19,680","00:00:20,730","y que el agua | sería el único elemento que nos protegería"".",¿Qué te ha pasado? | ¿Quién va.?,
Barcelona Summer Night_2013_6579113_14,"Escucha, escucha. Bien todos, ¿no?",greetings,0.6425070953369141,Barcelona Summer Night,"00:00:27,400","00:00:29,100",¿Quién va.? | Vale.,Judit también viene. | Vale.,
Barcelona Summer Night_2013_6579113_17,"Muy bien. Venga, hasta ahora.",farewells,0.8,Barcelona Summer Night,"00:00:32,400","00:00:33,850",Judit también viene. | Vale.,"""Siglos más tarde | un joven astrónomo descubrió que efectivamente",
Barcelona Summer Night_2013_6579113_18,"""Siglos más tarde",farewells,0.6863538932800294,Barcelona Summer Night,"00:00:34,800","00:00:35,650","Vale. | Muy bien. Venga, hasta ahora.","un joven astrónomo descubrió que efectivamente | aquella piedra existía y que pasaría muy cerca nuestro"".",
Barcelona Summer Night_2013_6579113_33,Ahora vamos a hacer prácticas.,plans,0.8,Barcelona Summer Night,"00:01:19,680","00:01:21,180","están relacionadas con el amor"". | ""¿No estaremos obsesionados?"".",Plou poq. | Plou poq.,
Barcelona Summer Night_2013_6579113_38,Prou prou. Prou prou.,farewells,0.6896128845214844,Barcelona Summer Night,"00:01:31,840","00:01:32,940",Procalpoca plou. | Procalpoca plou.,Todo junto. | Plou poq procalpoca plou.,
Barcelona Summer Night_2013_6579113_39,Todo junto.,farewells,0.6022665214538575,Barcelona Summer Night,"00:01:33,360","00:01:33,910",Procalpoca plou. | Prou prou. Prou prou.,Plou poq procalpoca plou. | Plou poq.,
Barcelona Summer Night_2013_6579113_44,¿Qué hablas? ¿Checo? Muy bien. Muy bien.,greetings,0.8,Barcelona Summer Night,"00:01:41,320","00:01:43,370",¡Venga! Plou poq. | Ploca ploca plou.,"""No será el fin del mundo, | pero el Cometa Rose pasará por encima nuestro",lexical:che
Barcelona Summer Night_2013_6579113_50,"Uy, perdón.",apologies,0.8,Barcelona Summer Night,"00:02:17,880","00:02:18,430","""Y aquí en Barcelona seremos muchos los que esperaremos despiertos | para verlo cruzar el cielo"".",¿Roser? | Albert.,
Barcelona Summer Night_2013_6579113_53,¿Cómo está? ¿Qué tal?,greetings,1.0,Barcelona Summer Night,"00:02:32,520","00:02:33,670",¿Roser? | Albert.,Bien. | Se me desabrocha.,
Barcelona Summer Night_2013_6579113_61,Encantado. Encantado.,greetings,1.0,Barcelona Summer Night,"00:02:51,280","00:02:52,430","Ricart, Albert. | Albert, Ricart.","Soy su novio. Él es abogado. | Bueno, acaba de acabar la carrera y.",
Barcelona Summer Night_2013_6579113_66,Que vaya muy bien.,farewells,0.8,Barcelona Summer Night,"00:03:02,280","00:03:03,180","es DJ. Bah, lo intento. | Bueno, escucha, me voy.","Encantado. Encantado. | Y perdona por. No pasa nada, no pasa nada.",
Barcelona Summer Night_2013_6579113_67,Encantado. Encantado.,greetings,1.0,Barcelona Summer Night,"00:03:03,400","00:03:04,550","Bueno, escucha, me voy. | Que vaya muy bien.","Y perdona por. No pasa nada, no pasa nada. | Venga.",
Barcelona Summer Night_2013_6579113_68,"Y perdona por. No pasa nada, no pasa nada.",apologies,1.0,Barcelona Summer Night,"00:03:04,640","00:03:06,940",Que vaya muy bien. | Encantado. Encantado.,Venga. | Hasta luego. Adiós.,
Barcelona Summer Night_2013_6579113_70,Hasta luego. Adiós.,farewells,1.0,Barcelona Summer Night,"00:03:08,240","00:03:09,290","Y perdona por. No pasa nada, no pasa nada. | Venga.","¡Para allá, para la banda! ¡Así, así, así! | ¡Marca!",
Barcelona Summer Night_2013_6579113_71,"¡Para allá, para la banda! ¡Así, así, así!",farewells,0.601090545654297,Barcelona Summer Night,"00:03:13,200","00:03:15,350",Venga. | Hasta luego. Adiós.,"¡Marca! | ¡Venga, Cardi! ¡Chuta, chuta!",
Barcelona Summer Night_2013_6579113_75,"¡Vamos, vamos!",farewells,0.7296559524536134,Barcelona Summer Night,"00:03:19,640","00:03:20,390","¡Venga, Cardi! ¡Chuta, chuta! | ¡Corre, corre, chuta!","¡Va! | ¡Joder, quítasela!",
Barcelona Summer Night_2013_6579113_77,"¡Joder, quítasela!",farewells,0.6995203208923341,Barcelona Summer Night,"00:03:22,160","00:03:23,600","¡Vamos, vamos! | ¡Va!","¡Venga, arriba! | ¡Gol!",
Barcelona Summer Night_2013_6579113_78,"¡Venga, arriba!",farewells,0.6221685600280762,Barcelona Summer Night,"00:03:23,800","00:03:24,600","¡Va! | ¡Joder, quítasela!","¡Gol! | ¡Buena, buena! ¡Venga!",
Barcelona Summer Night_2013_6579113_80,"¡Buena, buena! ¡Venga!",farewells,0.8,Barcelona Summer Night,"00:03:30,000","00:03:31,100","¡Venga, arriba! | ¡Gol!",Mira este césped. | Este gran estadio te ha visto crecer como jugador.,
Barcelona Summer Night_2013_6579113_89,Pues me lo estoy pensando. ¿Qué te tienes que pensar?,opinions,0.6687163543701172,Barcelona Summer Night,"00:03:56,800","00:03:59,550",Las gradas son de plástico. | Y nunca viene nadie a vernos.,¿Y qué hago con Arquitectura? ¿La tiro por la borda? | Qué más da. Hombre.,
Barcelona Summer Night_2013_6579113_91,Qué más da. Hombre.,farewells,0.7534625244140626,Barcelona Summer Night,"00:04:02,520","00:04:03,670",Pues me lo estoy pensando. ¿Qué te tienes que pensar? | ¿Y qué hago con Arquitectura? ¿La tiro por la borda?,Después de tantísimo esfuerzo. | Creo que tengo futuro además.,
Barcelona Summer Night_2013_6579113_93,Creo que tengo futuro además.,opinions,0.7492252969741822,Barcelona Summer Night,"00:04:06,520","00:04:07,970",Qué más da. Hombre. | Después de tantísimo esfuerzo.,Podríamos perder al nuevo Gaudí? ¿Gaudí? | Al nuevo Gaudí.,
Barcelona Summer Night_2013_6579113_101,"A ver, Jordi. Jordi.",farewells,0.610144157409668,Barcelona Summer Night,"00:04:22,760","00:04:23,760","¿De qué coño estás hablando? | No es tan fácil, Marc.",Te ha fichado el Barça. Dime qué es lo que te falla. | ¿Y si la cago? ¿Y si no lo hago bien?,
Barcelona Summer Night_2013_6579113_109,"Anda, tira pallá, maricón.",farewells,0.7239974212646485,Barcelona Summer Night,"00:04:47,480","00:04:48,780","¿A ti quién te quiere, coño?",¿Qué pasa? | No lo sé.,
Barcelona Summer Night_2013_6579113_113,"¡Eh, eh, eh, eh!",greetings,0.6200089645385742,Barcelona Summer Night,"00:05:15,000","00:05:15,800",No lo sé. | ¡Lo que pasa es que te ha fichao el Barça!,"¡Eh, eh, eh, eh! | ¡Eh, eh, eh, eh!",
Barcelona Summer Night_2013_6579113_114,"¡Eh, eh, eh, eh!",greetings,0.6200089645385742,Barcelona Summer Night,"00:05:16,240","00:05:17,400","¡Lo que pasa es que te ha fichao el Barça! | ¡Eh, eh, eh, eh!","¡Eh, eh, eh, eh! | ¡Eh, eh, eh, eh!",
Barcelona Summer Night_2013_6579113_115,"¡Eh, eh, eh, eh!",greetings,0.6200089645385742,Barcelona Summer Night,"00:05:17,320","00:05:18,120","¡Eh, eh, eh, eh! | ¡Eh, eh, eh, eh!","¡Eh, eh, eh, eh! | ¡Eh, eh, eh, eh!",
Barcelona Summer Night_2013_6579113_116,"¡Eh, eh, eh, eh!",greetings,0.6200089645385742,Barcelona Summer Night,"00:05:18,400","00:05:19,200","¡Eh, eh, eh, eh! | ¡Eh, eh, eh, eh!","¡Eh, eh, eh, eh! | Acuérdate de nosotros, ¿eh, cabrón? Hombre, tú dirás.",
Barcelona Summer Night_2013_6579113_117,"¡Eh, eh, eh, eh!",greetings,0.6200089645385742,Barcelona Summer Night,"00:05:19,960","00:05:20,760","¡Eh, eh, eh, eh! | ¡Eh, eh, eh, eh!","Acuérdate de nosotros, ¿eh, cabrón? Hombre, tú dirás.",
Barcelona Summer Night_2013_6579113_121,¡Ey! Hostia.,greetings,0.7245878410339356,Barcelona Summer Night,"00:05:48,920","00:05:49,620",,¿Qué haces aquí? Que esta noche voy al Apolo. | Que Ricart pincha.,
Barcelona Summer Night_2013_6579113_122,¿Qué haces aquí? Que esta noche voy al Apolo.,plans,0.8585906171798706,Barcelona Summer Night,"00:05:51,520","00:05:53,870",¡Ey! Hostia.,Que Ricart pincha. | Y había pensado que igual podía venir.,lexical:che
Barcelona Summer Night_2013_6579113_127,"Mañana por la mañana, pero. Pues ya está.",plans,0.8,Barcelona Summer Night,"00:06:02,400","00:06:04,650","Ya, ya. No, es que tengo que coger el bus para el aeropuerto. | ¿A qué hora lo coges?","No puedo. Perfecto. | No, había pensado visitar a unos colegas",
Barcelona Summer Night_2013_6579113_133,"Venga, un rato.",farewells,0.7749737930297852,Barcelona Summer Night,"00:06:18,800","00:06:19,550","En serio, te caerá superbién. | Me hace ilusión.","Solo un rato. | Mamá, te tengo que dejar, que estamos acabando la mudanza.",
Barcelona Summer Night_2013_6579113_135,"Mamá, te tengo que dejar, que estamos acabando la mudanza.",family,0.8,Barcelona Summer Night,"00:06:22,160","00:06:25,110","Venga, un rato. | Solo un rato.","Sí, un besito. Mua. | Eres muy empalagoso con tu madre, ¿eh?",
Barcelona Summer Night_2013_6579113_136,"Sí, un besito. Mua.",farewells,0.7343750190734863,Barcelona Summer Night,"00:06:25,480","00:06:26,430","Solo un rato. | Mamá, te tengo que dejar, que estamos acabando la mudanza.","Eres muy empalagoso con tu madre, ¿eh? | ¿Qué haces con la tele?",
Barcelona Summer Night_2013_6579113_142,Y ¡pum! Ya está.,farewells,0.636273593902588,Barcelona Summer Night,"00:06:35,720","00:06:36,520","Adri, te he dicho mil veces que le des con más gracia. | Mano abierta.","Vale, vale, vale. | Ahora sí que la has jodío.",
Barcelona Summer Night_2013_6579113_148,"Yo qué sé, si quieres la compramos a medias, ¿no?",plans,0.8,Barcelona Summer Night,"00:06:51,480","00:06:53,980","Si esta es mía, tío. | Por eso digo, tú te ocupas de las teles, ¿no?",Guillem. | Hermanastro.,
Barcelona Summer Night_2013_6579113_162,"¿Nada de nada? ¿O nada del tema ""uy, cómo te quiero""?",emotions,0.8,Barcelona Summer Night,"00:07:28,720","00:07:31,420","No es verdad. | Además, nunca me ha dicho nada.","Nada del tema. Claro, no es una guarra. | Por las pintas que tiene, yo diría que lo será,",
Barcelona Summer Night_2013_6579113_166,"Y para darse el primer beso, ¿qué quieres que te diga?",plans,0.8,Barcelona Summer Night,"00:07:40,600","00:07:43,350","Por las pintas que tiene, yo diría que lo será, | pero todavía no.",El primero es difícil. | ¿Y tú cómo lo sabes?,
Barcelona Summer Night_2013_6579113_172,Es la fiesta de su hermana.,family,0.6508510971069336,Barcelona Summer Night,"00:07:51,960","00:07:53,310",No iré. | No me han invitado.,"Nadie te invitará. | Hostia, qué casa que tienes, Joan, cabrón.",
Barcelona Summer Night_2013_6579113_174,"Hostia, qué casa que tienes, Joan, cabrón.",family,0.8,Barcelona Summer Night,"00:07:56,280","00:07:58,430",Es la fiesta de su hermana. | Nadie te invitará.,Huele un poco a cerrado eso sí. | Gracias. Encima que os invito.,
Barcelona Summer Night_2013_6579113_176,Gracias. Encima que os invito.,farewells,0.7218794059753418,Barcelona Summer Night,"00:08:00,600","00:08:02,100","Hostia, qué casa que tienes, Joan, cabrón. | Huele un poco a cerrado eso sí.",¿Qué? ¿Preparados para ver el cometa? | Y tanto.,
Barcelona Summer Night_2013_6579113_198,Pues vaya.,farewells,0.799692554473877,Barcelona Summer Night,"00:08:41,159","00:08:41,659",Me ha enviado un mensaje que no contásemos con ella. | Se nos ha escaqueado. Ya.,"Oye, ¿y sabes si. cerca de casa de tu hermana hay una farmacia.? | Sí, alguna va a haber.",
Barcelona Summer Night_2013_6579113_199,"Oye, ¿y sabes si. cerca de casa de tu hermana hay una farmacia.?",family,0.6334675931930542,Barcelona Summer Night,"00:08:45,280","00:08:48,730",Se nos ha escaqueado. Ya. | Pues vaya.,"Sí, alguna va a haber. | Pero vamos, que si quieres ibuprofeno o algo",
Barcelona Summer Night_2013_6579113_201,"Pero vamos, que si quieres ibuprofeno o algo",plans,0.8,Barcelona Summer Night,"00:08:52,200","00:08:54,450","Oye, ¿y sabes si. cerca de casa de tu hermana hay una farmacia.? | Sí, alguna va a haber.","yo la llamo y se lo pido. | No, es que quería comprar una movida.",
Barcelona Summer Night_2013_6579113_225,Me lo hago y ya está.,farewells,0.605333251953125,Barcelona Summer Night,"00:09:44,960","00:09:46,100",Como te rayas no te baja y como no te baja. | Yo qué sé.,Vale. | Bueno. Ah.,
Barcelona Summer Night_2013_6579113_227,Bueno. Ah.,farewells,0.7364361953735352,Barcelona Summer Night,"00:09:53,880","00:09:54,580",Me lo hago y ya está. | Vale.,"Aparcamos el coche ahí cerca de la casa de mi hermana. | buscamos farmacia, compramos el bicho este",
Barcelona Summer Night_2013_6579113_228,Aparcamos el coche ahí cerca de la casa de mi hermana.,family,0.7170336747169495,Barcelona Summer Night,"00:09:55,360","00:09:58,210",Vale. | Bueno. Ah.,"buscamos farmacia, compramos el bicho este | y ya. ¿Predictor?","lexical:apa, lexical:che"
